team,attAdv_nxtGWs,attPlayer1,attPlayer2,attPlayer3,attPlayer4,attPlayer5
BRE,0,"Thiago (FWD, ?) ==> (4.5, 6.833)","Henderson (MID, ?) ==> (2.0, 3.16)","Schade (MID, ?) ==> (2.5, 3.0)","Damsgaard (MID, ?) ==> (2.0, 2.905)","O.Dango (MID, ?) ==> (2.0, 2.572)"
AVL,-2,"Rogers (MID, ?) ==> (3.0, 3.028)","Kamara (MID, ?) ==> (2.0, 2.723)","McGinn (MID, ?) ==> (2.5, 2.395)","Onana (MID, ?) ==> (1.0, 1.314)","Malen (MID, ?) ==> (1.5, 0.471)"
BOU,-3,"Adams (MID, ?) ==> (2.5, 3.583)","Semenyo (MID, ?) ==> (4.0, 3.056)","Tavernier (MID, ?) ==> (3.0, 2.644)","Scott (MID, ?) ==> (2.5, 2.343)","Evanilson (FWD, ?) ==> (2.0, 2.101)"
BUR,-3,"Cullen (MID, ?) ==> (3.5, 3.333)","Florentino (MID, ?) ==> (2.0, 3.147)","Anthony (MID, ?) ==> (2.0, 2.541)","Tchaouna (MID, ?) ==> (2.0, 1.133)","Flemming (FWD, ?) ==> (1.0, 0.616)"
FUL,-4,"Sessegnon (MID, ?) ==> (3.0, 3.444)","Berge (MID, ?) ==> (2.0, 3.352)","Iwobi (MID, ?) ==> (2.5, 2.439)","Wilson (MID, ?) ==> (2.0, 2.211)","Chukwueze (MID, ?) ==> (0.5, 0.223)"
CRY,-4,"Kamada (MID, ?) ==> (3.0, 2.804)","Sarr (MID, ?) ==> (3.0, 2.648)","Mateta (FWD, ?) ==> (2.0, 2.639)","Wharton (MID, ?) ==> (3.0, 2.503)","Yeremy (MID, ?) ==> (1.0, 1.824)"
SUN,-5,"Xhaka (MID, ?) ==> (4.0, 3.731)","Sadiki (MID, ?) ==> (2.0, 2.935)","E.Le Fée (MID, ?) ==> (2.0, 2.586)","Traoré (MID, ?) ==> (0.5, 0.585)","Brobbey (FWD, ?) ==> (1.0, 0.267)"
WHU,-5,"Bowen (FWD, ?) ==> (2.0, 2.981)","M.Fernandes (MID, ?) ==> (2.0, 1.962)","Wilson (FWD, ?) ==> (1.5, 0.72)","Potts (MID, ?) ==> (1.0, 0.558)","Souček (MID, ?) ==> (1.5, 0.543)"
WOL,-6,"Gomes (MID, ?) ==> (2.0, 3.333)","André (MID, ?) ==> (2.0, 2.304)","Strand Larsen (FWD, ?) ==> (2.0, 1.759)","J.Arias (MID, ?) ==> (1.0, 1.261)","Bellegarde (MID, ?) ==> (1.0, 0.876)"
NFO,-7,"Anderson (MID, ?) ==> (4.0, 3.759)","Gibbs-White (MID, ?) ==> (2.0, 2.084)","Ndoye (MID, ?) ==> (2.0, 1.842)","Sangaré (MID, ?) ==> (2.0, 1.718)","Hutchinson (MID, ?) ==> (1.0, 0.136)"
