att_rank,att_tier,team,att_avg_xPts,att_med_xPts,avg_GF/match,med_GF/match,att_avg_potential,att_med_potential,attAdv_nxtGWs
4,2,TOT,27.464935022008465,27.70820393249937,1.6428571428571428,2.0,0.3506541828606234,0.6503827326536133,7
5,3,NEW,30.13681772683114,30.673762078750734,1.3571428571428572,1.0,0.44785551560115794,0.44444954696717875,7
3,2,BHA,29.28741419540161,29.045084971874736,1.7142857142857142,2.0,0.6829678855554469,0.8365406940958925,6
7,4,MUN,25.566687770848077,26.072949016875157,1.5714285714285714,2.0,0.007491050700240504,0.4226768167447292,5
1,1,MCI,32.63149616776809,32.69098300562505,2.2857142857142856,2.5,1.732600838167404,1.6536651267140718,4
8,4,CHE,27.073888703839188,27.954915028125264,1.7857142857142858,1.5,0.4373555109109009,0.3752961918746435,3
14,7,LIV,26.120853049641987,24.562305898749052,1.5,1.0,0.015495290995868855,-0.4065582767707202,3
2,1,ARS,34.153098966741425,34.57294901687516,1.9285714285714286,2.0,1.5937424416727997,1.6062845018401668,2
12,6,LEE,26.778333888482436,26.881966011250103,1.1428571428571428,1.0,-0.2470989919090592,-0.08355033136050423,2
11,6,EVE,27.653098966741425,26.982779073125684,1.0714285714285714,1.0,-0.19318722674283823,-0.06951231785897762,0
13,7,BRE,26.565748083884046,24.83688103937537,1.5,1.0,0.07920097602887537,-0.3683242477638286,0
6,3,AVL,32.038507163126525,30.61145618000168,1.4285714285714286,1.0,0.7915115432765457,0.43577357748964884,-2
9,5,BOU,25.81903698825815,25.562305898749052,1.5,2.0,-0.027722541216683633,0.3515708027487624,-3
15,8,BUR,24.596431189776556,23.78115294937453,1.0714285714285714,1.0,-0.6308794904369781,-0.5153322337232431,-3
10,5,FUL,28.76393202250021,28.02786404500042,1.3571428571428572,1.0,0.2512684163302986,0.0760136355864891,-4
19,10,CRY,20.345961346294544,19.809016994374947,1.2857142857142858,1.0,-1.025470986717477,-1.0684440740260837,-4
16,8,SUN,24.5,23.118033988749897,1.2857142857142858,1.0,-0.43064331342886014,-0.6076701981843187,-5
17,9,WHU,23.10175274883961,22.79179606750063,1.1428571428571428,1.0,-0.7735582734091526,-0.6530981641609727,-5
20,10,WOL,14.647777407678376,14.809016994374947,0.5,0.0,-2.626238376335576,-2.3835650053546362,-6
18,9,NFO,26.460236587188316,24.701626123751154,1.0,0.5,-0.43534445190735643,-0.6965987775210093,-7
